"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context [6]","Context [7]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Early BCE/CE","Late BCE/CE","Item Category","icon","Thumbnail","Published Date","Updated Date","Consists of","Consists of [URI]","Consists of [cidoc-crm-p45-consists-of]","Consists of [cidoc-crm-p45-consists-of] [URI]","Has type","Has type [cidoc-crm-p2-has-type]","Has type [cidoc-crm-p2-has-type] [URI]","Object Type [24-object-type]","Has type [URI]","Creator","Creator [URI]","Fabric Category","Object Type","Fragment Noted","Object Type (notes)","Size","Condition","Description","Fabric Description","Has note","Local Grid (Y)","Object Master Grid"
"VdM20060092","http://opencontext.org/subjects/c3e365ac-5f40-489e-55b6-85eb7f06fe8e","https://n2t.net/ark:/28722/k21j97937","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Vescovado di Murlo","Upper Vescovado","Vescoavdo 6","2006, ID:583","Locus 5","https://opencontext.org/subjects/8f21aa92-6974-4f7a-b43b-de099a9b49fe","43.171115933523375","11.391142477248911","-535","-50","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20060092maajpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T19:01:57Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","rods (object genre)","","","","https://vocab.getty.edu/aat/300014669","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Bar / Rod / Shaft","true","Iron Rod Fragment","Max. Pres. Length 0.042 m, Max. Pres. Width 0.008 m, Max. Pres. Thickness 0.007 m","Restored from three fragments.  All surfaces are distorted due to corrosion, wear, and oxidation.","The iron rod fragment has a gentle curve and has a squared cross-section.","Iron","","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>0.51</td>     <td>-12.57</td>     <td></td>     <td></td> </tr></tbody></table>"
"VdM20175025","http://opencontext.org/subjects/4baf7af6-679a-44e7-8dd4-4840dc8de8ce","https://n2t.net/ark:/28722/k2b85k77x","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Vescovado di Murlo","Upper Vescovado","Vescovado 15","VT15 2017","Locus 5","https://opencontext.org/subjects/0333028e-28f3-404d-9fd0-a504c5ea4152","43.17123064980821","11.391078137218177","-500","-200","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://artiraq.org/static/opencontext/poggio-civitate/2017-media/thumbs/Obj-PC-20175025B-18-6-17.jpg","2017-10-04T04:43:00Z","2023-10-07T07:54:12Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","rods (object genre)","","","","https://vocab.getty.edu/aat/300014669","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Bar / Rod / Shaft","","Iron Shaft Fragment","Max. Pres. Length 0.027 m, Max. Pres. Width 0.007 m, Min. Pres. Width 0.003 m, Max. Pres. Thickness 0.006 m, Min. Pres. Thickness 0.003 m","Surfaces heavily worn, corroded, and oxidized.","A fragment of an iron shaft, rectangular in cross-section and tapering from one end to the other. The narrower end is slightly bent.","","","",""
"PC 19950106","http://opencontext.org/subjects/2d7ae27a-0c3a-4ebf-0bbd-e1a10541a655","https://n2t.net/ark:/28722/k2h70cz94","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 25 North Extension","1995, ID:108","","https://opencontext.org/subjects/51811248-1469-45ce-ea1c-33b61a244055","43.15282896817071","11.401292927818558","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19950106bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-02-01T01:38:10Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Unclassified / Debris / Misc.","false","Iron Slag","Max. Pres. Length 0.059 m, Max. Pres. Width 0.030 m, Max. Pres. Thickness 0.015 m","Surface is rough and pitted.  Evidence of vitrification can be seen on some of the surface.","Piece of slag is elongated.  Some of the surface has the oxidized orange color of iron and other parts are black and bubbly.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1995010600 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1995010600 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1995010600</a> </p>             </div>","O|P","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>140.719</td>     <td>-45.275</td>     <td></td>     <td></td> </tr><tr>    <td>141.352</td>     <td>-46.539</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20080118","http://opencontext.org/subjects/c88e40e4-3c7e-402d-869b-80af50e15c95","https://n2t.net/ark:/28722/k2dv1vd8x","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro South Flank","Tesoro South Flank 4","2008, ID:602","Locus 12","https://opencontext.org/subjects/3a03d66c-f27e-4813-89b6-e08784e47a4f","43.152916865788185","11.401265526585973","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20080118jpg.jpg","2012-12-28T00:00:00Z","2024-01-31T12:31:42Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","chains (object genres)","","","","https://vocab.getty.edu/aat/300014625","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Chain / Links","true","Bronze Chain and Bronze Link Fragments","Bronze Link Fragment A: Max. Pres. Length 0.011 m, Max. Pres. Thickness 0.002 m   Bronze Link Fragment B: Max. Pres. Length 0.007 m, Max. Pres. Thickness 0.001 m  Bronze Link Fragment C: Max. Pres. Length 0.006 m, Max. Pres. Thickness 0.001 m   Bronze Chain Fragment A: Max. Pres. Length 0.007 m. Max. Pres. Width 0.004 m. Max. Pres. Thickness 0.004 m.  Bronze Chain Fragment B: Max. Pres. Length 0.004 m. Max. Pres. Width 0.004 m. Max. Pres. Thickness 0.004 m.","All fragments are worn, slightly pitted, and discolored due to corrosion and oxidation.","","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2008011800 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008011800 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008011800</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>137.78</td>     <td>-35.7</td>     <td></td>     <td>27.78</td> </tr></tbody></table>"
"PC 19980132","http://opencontext.org/subjects/3945c4e9-1a88-4ab7-292c-c14865a9dc51","https://n2t.net/ark:/28722/k2jd4tn72","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 25 Extension","1998, ID:356","","https://opencontext.org/subjects/4c9de9eb-687b-41cd-e5dc-90cd3b55adfa","43.15269134982831","11.401381213138901","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19980132btjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T04:52:47Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Unclassified / Debris / Misc.","true","Curved Bronze Fragment","Max. Pres. Length 0.028 m, Max. Pres. Diameter 0.006 m, Min. Pres. Diameter 0.005 m","Fragment is broken on both ends.  Light and dark green corrosion is visible as well as patches of brown.","Fragment is curved in shape and rounded in section.   One end of the fragment is thicker in diameter then the opposite end, appearing to taper from one to the other.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1998013200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1998013200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1998013200</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>149.0</td>     <td>-60.0</td>     <td>56.0</td>     <td></td> </tr></tbody></table>"
"PC 20080102","http://opencontext.org/subjects/2e3a4713-8114-4edf-bd59-4519c82d2d77","https://n2t.net/ark:/28722/k25h7xt6t","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro South Flank","Tesoro South Flank 5","2008, ID:605","Locus 19","https://opencontext.org/subjects/4272910f-4fdb-41e4-8667-dfe368866167","43.15293413090834","11.401341234654812","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20080102jpg.jpg","2012-12-28T00:00:00Z","2024-02-01T01:18:13Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","nails (fasteners)","","","","https://vocab.getty.edu/aat/300033565","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Fastener::Nail","true","Bronze Nail Fragment","Max. Pres. Length 0.014 m, Max. Pres. Thickness 0.002 m","Surface is worn, abraded, pitted, and mottled in color due to oxidation and corrosion.","Bronze nail fragment preserves a portion of the shaft that tapers to a point, which may not be the original.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2008010200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008010200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008010200</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>143.78</td>     <td>-33.34</td>     <td></td>     <td>27.78</td> </tr></tbody></table>"
"PC 19710629","http://opencontext.org/subjects/335bd3f1-6cd4-46c9-cfee-196f3b95bac0","https://n2t.net/ark:/28722/k26q2878s","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 8","1971, ID:286","","https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7","43.15332146063937","11.40135505358341","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710629bwjpg.jpg","2012-12-28T00:00:00Z","2024-02-01T02:14:22Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","nails (fasteners)","","","","https://vocab.getty.edu/aat/300033565","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Fastener::Nail","false","Bronze Nail with Silver Head","Max. Pres. Height 0.013 m, Max. Pres. Diameter of cap Approx. 0.009 m, Pres. Diameter of shaft Approx. 0.003-0.001 m, Max. Pres. Length of Shaft 0.009 m","Entire; shaft heavily encrusted and slightly bent with respect to the head. Silver cap is slightly encrusted, otherwise well-preserved.","Bronze nail with apparently rectangular shaft and domed head. Silver foil covers head and is crimped underneath - on one side underneath where pleated edge is narrower, foil is lifted from surface of head.","Bronze and silver","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1971062900 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1971062900 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1971062900</a> </p>             </div>","E","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>141.746</td>     <td>9.65</td>     <td></td>     <td></td> </tr></tbody></table>"
"VdM20060188","http://opencontext.org/subjects/4cea5b27-1b28-4a2f-23f6-d0b2ef296ec2","https://n2t.net/ark:/28722/k2fj29f5w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Vescovado di Murlo","Upper Vescovado","Vescoavdo 6","2006, ID:583","Locus 7","https://opencontext.org/subjects/3a818b3f-e35d-45e5-bfd4-43e609cd797b","43.171123430087704","11.391124144681884","-535","-50","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20060188slagjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T12:08:29Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Unclassified / Debris / Misc.","false","Iron Slag","Max. Pres. Length 0.039 m, Max. Pres. Width 0.024 m, Max. Pres. Thickness 0.018 m","Surfaces are highly irregular, pitted, and mottled in color due to corrosion and oxidation.","An amporphous lump of iron slag is preserved.","Iron","","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>-1.2</td>     <td>-12.62</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20000105","http://opencontext.org/subjects/69ef8e7c-35ce-42a8-ff46-c94dc5dd85b0","https://n2t.net/ark:/28722/k2qn63983","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 22 West Extension","2000, ID:424","","https://opencontext.org/subjects/56201674-f881-47cc-7000-b2c52ffe9e3a","43.15275620479626","11.401595713792457","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20000105btjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T14:53:32Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Fibula","true","Possible Fibula Pin Fragments","Max. Pres. Length 0.016 m, Max. Pres. Height 0.040 m, Max. Pres. Width 0.002 m","Both fragments appear broken on both ends.  Patches of blue/dark green corrosion are visible on the surface of both fragments.","Two small fragments of bronze pin, possibly that of a fibula, are preserved.  Both fragments are slightly ovoid in cross section.  The longer fragment preserves some curvature at one end.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2000010500 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2000010500 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2000010500</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>165.87</td>     <td>-51.55</td>     <td>107.0</td>     <td></td> </tr></tbody></table>"
"PC 19780072","http://opencontext.org/subjects/86303eee-49c1-49df-3abd-8afb2e9d8381","https://n2t.net/ark:/28722/k2bz65809","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 23","1978, ID:89","","https://opencontext.org/subjects/3d75850b-7ecd-4675-b297-3ff2f5106d97","43.15275905125213","11.402096868172123","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19780072bwjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T13:45:42Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","balls (object genres)","","","","https://vocab.getty.edu/aat/300217875","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Ball / Sphere","false","Small Bronze Spheres","Average Pres. Diameter 0.004 m","Surfaces corroded, worn and pitted.","Four solid bronze spheres, all whole, all undecorated.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1978007200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1978007200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1978007200</a> </p>             </div>","C","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>206.497</td>     <td>-48.278</td>     <td></td>     <td></td> </tr></tbody></table>"
